epoch,acc,loss,val_acc,val_loss
0,0.503741468007,2.23247698581,0.56298828125,1.87980106473
1,0.518501767398,1.64905432022,0.56298828125,1.40686988831
2,0.539552669851,1.25560477132,0.56298828125,1.10567671061
3,0.556286488172,1.01089965925,0.56298828125,0.925395041704
4,0.583216841622,0.85695302187,0.56298828125,0.826693847775
5,0.608872624273,0.757558316289,0.546875,0.773321151733
6,0.624989721098,0.701058597439,0.56298828125,0.744953513145
7,0.648918673981,0.65960670115,0.56298828125,0.728705152869
8,0.669640652635,0.625621780308,0.56298828125,0.720734238625
9,0.693199572668,0.597843281367,0.56298828125,0.717656344175
10,0.712934789375,0.571058907783,0.56298828125,0.715681657195
11,0.72954526611,0.548325899508,0.56298828125,0.714558497071
12,0.742825424835,0.534868282655,0.56298828125,0.715495541692
13,0.762560643576,0.50934607585,0.56298828125,0.720207840204
14,0.765356465612,0.508971875325,0.56298828125,0.720306962729
15,0.790724448056,0.475532734069,0.56298828125,0.713868543506
16,0.796645011163,0.463870723711,0.56298828125,0.71590526402
17,0.807828301515,0.452862052632,0.56298828125,0.718349173665
18,0.819792778983,0.430533818061,0.56298828125,0.717142656446
19,0.822341911054,0.427487463685,0.56298828125,0.696514122188
20,0.835786531752,0.402011587131,0.56298828125,0.712357856333
21,0.841213715972,0.394594842154,0.56298828125,0.70292326808
22,0.847257626266,0.379311765547,0.56298828125,0.692438609898
23,0.835580957121,0.396681649923,0.757080078125,0.644972428679
24,0.860414439671,0.360880368784,0.83544921875,0.645438909531
25,0.848819998846,0.374546323618,0.680908203125,0.639162689447
26,0.857001890571,0.359211939805,0.482666015625,0.759216606617
27,0.862799110646,0.350560771597,0.827392578125,0.62066257
28,0.867650685278,0.340180592149,0.52392578125,0.735003970563
29,0.864772630967,0.342323054019,0.5703125,0.659928120673
30,0.872954523482,0.331647666867,0.76220703125,0.586024969816
31,0.871844420336,0.329006456675,0.50146484375,0.80561080575
32,0.867979605102,0.337357608352,0.4501953125,1.14776979387
33,0.874311320641,0.328373379892,0.4951171875,0.770898245275
34,0.874845816709,0.323252430412,0.514404296875,0.774321496487
35,0.87949181845,0.309539576773,0.47998046875,0.941341049969
36,0.887797053595,0.294415948378,0.51904296875,0.786398380995
37,0.872132225267,0.325346841547,0.46533203125,1.07681639493
38,0.883603319233,0.306050531383,0.45263671875,1.34723944962
39,0.878340594951,0.312692577449,0.46923828125,1.14664272219
40,0.885330153216,0.299819093929,0.510986328125,0.84465739876
41,0.888537124568,0.29325164624,0.455078125,1.40041448176
42,0.881095302128,0.300411997988,0.518310546875,0.823101878166
43,0.882781019974,0.302356733035,0.485595703125,0.938737012446
44,0.885124575782,0.296846499905,0.483642578125,1.0437097922
45,0.887920398842,0.293781617089,0.4912109375,1.17293295264
46,0.887714825329,0.29275751991,0.45556640625,1.65599560738
47,0.886111337509,0.296447518938,0.45751953125,1.79527926445
48,0.888167089758,0.292148129381,0.468017578125,1.245506607
49,0.89219636321,0.284120603446,0.4765625,1.14306861162
50,0.886522488456,0.298726109415,0.481201171875,1.09899578243
51,0.894827726385,0.276413230341,0.478515625,0.942765943706
52,0.887468135638,0.291806156221,0.46923828125,1.20724651217
53,0.897335743269,0.272554885192,0.54736328125,0.763293080032
54,0.894293230867,0.277469490071,0.47998046875,1.28966155648
55,0.891332948765,0.284151687048,0.469970703125,1.3776178807
56,0.885124578218,0.29182832582,0.478271484375,1.01986195892
57,0.89573225761,0.274282448534,0.47412109375,1.36772471666
58,0.887385903725,0.300658221347,0.50537109375,1.31722995639
59,0.893717621573,0.285784563318,0.458740234375,1.57873395085
60,0.897664663789,0.27422575043,0.495361328125,0.940965294838
61,0.886604718683,0.29035187403,0.45361328125,1.58466561139
62,0.892936434972,0.279033480835,0.468994140625,1.21732881665
63,0.895937832114,0.270338917448,0.458251953125,1.60406535864
64,0.900994980059,0.263637157115,0.479736328125,1.27214583755
65,0.895115531316,0.27440057696,0.4921875,1.07897028327
66,0.893224239555,0.280131857705,0.48583984375,1.4600764811
67,0.895608911648,0.271467509067,0.48388671875,1.11805067211
68,0.896307866997,0.273313431823,0.505859375,1.17553430796
69,0.898199159381,0.269367524684,0.51220703125,1.40128023922
70,0.903626345488,0.25945795971,0.472900390625,1.84107595682
71,0.891908559323,0.283817005985,0.46728515625,1.42250044644
72,0.897171282467,0.271430670026,0.515869140625,1.05053342134
73,0.898034698873,0.268881121983,0.475830078125,1.49020498991
74,0.894539920831,0.272630035223,0.491455078125,1.44199213386
75,0.902680698086,0.259199138332,0.4912109375,1.33382712305
76,0.898733653855,0.265201131716,0.482177734375,1.2304713428
77,0.898281392264,0.260707229779,0.478515625,1.60651941597
78,0.90272181439,0.260594070186,0.49169921875,1.36024865508
79,0.895074415012,0.268311026256,0.48779296875,1.08853024989
80,0.901981745084,0.257925624412,0.51904296875,0.865733452141
81,0.902063972086,0.258855011819,0.489013671875,1.33268077672
82,0.902680699203,0.255975542335,0.46826171875,1.63988485932
83,0.900090451068,0.260452871247,0.535400390625,0.808937445283
84,0.903955264744,0.249177971996,0.472412109375,1.43776154518
85,0.897459088937,0.271338973817,0.4775390625,1.24661008269
86,0.898692539933,0.2626624069,0.492431640625,1.05350702256
87,0.905312061006,0.250781553601,0.479248046875,1.80139006674
88,0.901776170086,0.258522976116,0.47900390625,1.83895756304
89,0.902228434554,0.258465869167,0.54443359375,0.8905377388
90,0.905270946167,0.253378939985,0.46630859375,1.56221294403
91,0.907696734638,0.251043373751,0.466064453125,1.46061016619
92,0.90305073689,0.256912526992,0.505126953125,0.964942194521
93,0.90296850388,0.261085125572,0.4990234375,1.12945824862
94,0.906997776798,0.250348073317,0.467041015625,1.99544169009
95,0.906915547561,0.25196603059,0.479248046875,1.57148046792
96,0.895403340149,0.2767362451,0.56396484375,1.06060621887
97,0.908930185927,0.246026835193,0.548583984375,1.06853857636
98,0.905805444489,0.247786391442,0.572265625,0.877133592963
99,0.907450041815,0.247784466399,0.468994140625,1.32529182732
