epoch,acc,loss,val_acc,val_loss
0,0.669691783108,28.8457984924,0.650117696301,20.9894462025
1,0.705051371659,16.18434929,0.561737634412,11.0683311248
2,0.721489726354,8.21555448558,0.561737641772,5.50223457127
3,0.726797947492,3.97387859854,0.561737634412,2.73903924103
4,0.732277398893,1.9589373827,0.564305575545,1.5137900773
5,0.735530823877,1.08734675303,0.661031459935,1.02363945574
6,0.740496575016,0.749420835874,0.558527719304,0.844576185428
7,0.743236303493,0.620824277891,0.57286540103,0.778657162965
8,0.747003425474,0.572862341143,0.63749197489,0.751107679683
9,0.753938358777,0.549796559223,0.579285249615,0.754342152186
10,0.747345890084,0.552971095908,0.622298311178,0.751094443038
11,0.753510275606,0.547359760493,0.446822169713,0.763755168518
12,0.755993150195,0.540633121909,0.438262358228,0.782457379644
13,0.751369863667,0.539841328582,0.444254226407,0.768873894837
14,0.753339042076,0.542643294269,0.495613096646,0.766303642924
15,0.755479452871,0.538034282319,0.465653755706,0.776464622472
16,0.76078767107,0.53565851107,0.491333190616,0.781454967019
17,0.758989726517,0.538316523702,0.49347314394,0.775393967541
18,0.762328767123,0.527222151952,0.454525999728,0.774714772805
19,0.757876713145,0.531026363536,0.483201369806,0.79298127445
20,0.76506849511,0.522885414019,0.490905199789,0.785355012779
21,0.772773973583,0.513606182271,0.511020759103,0.762289451782
22,0.772260274463,0.510808995489,0.515942649514,0.764993840192
23,0.771660960537,0.512064809914,0.552535844996,0.769391092401
24,0.767037668947,0.5131075895,0.4996790074,0.785537092583
25,0.772859585775,0.499460765107,0.502674940424,0.78628568784
26,0.774571918461,0.503344610783,0.53220629259,0.765610661798
27,0.77722602903,0.50306347927,0.550181897574,0.76321564323
28,0.776883565236,0.50629792638,0.56623154326,0.750475812782
29,0.782363014025,0.494517707172,0.55553177979,0.752096856021
30,0.779195205479,0.499791596034,0.567301519634,0.775659037713
31,0.783818494947,0.49123157965,0.570297454945,0.798156166087
32,0.783219177429,0.507385454766,0.566017548845,0.772063159392
33,0.786215755221,0.493976611797,0.5889150451,0.722114912759
34,0.784160958578,0.49624296982,0.594264927709,0.706101365692
35,0.787585619868,0.491437404858,0.612454530184,0.710481010959
36,0.791095891064,0.481108046884,0.580783221934,0.754704198056
37,0.793835616765,0.485308034779,0.598544831108,0.740124803882
38,0.789811643019,0.487134169226,0.628290181181,0.710438764047
39,0.788013702713,0.49145351681,0.612026534236,0.707572204205
40,0.793321920421,0.47350446786,0.602182753172,0.703069672234
41,0.8013698653,0.466166087781,0.601540763476,0.711725795598
42,0.802140414878,0.470271435584,0.611384552142,0.73166891775
43,0.801113015005,0.468547403159,0.619088382658,0.772412260671
44,0.800256850948,0.476268375818,0.659105502555,0.749223504132
45,0.808732879652,0.465546872273,0.614380484305,0.77087609298
46,0.802482879488,0.464702820615,0.6280761808,0.766581896437
47,0.805479454994,0.459992610592,0.612882515577,0.794215409704
48,0.808476028704,0.469027044593,0.629360151762,0.78813562234
49,0.808904110895,0.458789055968,0.603894712275,0.765563435328
50,0.806250001633,0.459989629543,0.627648191006,0.795779365073
51,0.808133563277,0.473532337685,0.637919963962,0.79564895034
52,0.809674657861,0.469715033329,0.64305585073,0.831732811572
53,0.817893836923,0.445241191126,0.663599401005,0.779440718266
54,0.817123287508,0.448824847888,0.611384550764,0.823018907761
55,0.820376714615,0.454128506412,0.652899634684,0.839036170252
56,0.821061644162,0.45270039725,0.623368283889,0.853409617661
57,0.812328768756,0.455054263709,0.639631930904,0.791618070305
58,0.823458906232,0.447247352176,0.64048790829,0.800208727196
59,0.817893836596,0.451560773915,0.634282046197,0.824967626711
60,0.82517123402,0.449300599262,0.622512303275,0.822472297224
61,0.822345892207,0.45010423546,0.64134389039,0.866154286888
62,0.81994863079,0.455200331505,0.615878449322,0.818284511515
63,0.818835618398,0.449350536604,0.651187670867,0.835801535568
64,0.82500000196,0.448780533141,0.653755618257,0.784380756352
65,0.826969180042,0.442848717023,0.661459449805,0.889023614598
66,0.829708905579,0.439910600773,0.647763748018,0.829830329219
67,0.82534246412,0.43609148664,0.655681571587,0.861286580014
68,0.823630139273,0.448417939062,0.66124545709,0.845739314088
69,0.833647262397,0.437431584727,0.647121760732,0.892355044598
70,0.832705483371,0.429993912047,0.660817464376,0.932815087191
71,0.823373289468,0.446480573285,0.659105501006,0.890363682472
72,0.837671233693,0.43523067783,0.663813395576,0.896760483
73,0.829537673519,0.444083646716,0.669805264444,0.905830654321
74,0.827654109589,0.43800657857,0.643911832447,0.812392768221
75,0.833904113182,0.433691987763,0.671303235717,0.952066975106
76,0.832191784415,0.432803785719,0.655467576467,0.929330656545
77,0.831506850621,0.43193200794,0.629788145503,0.905636851012
78,0.845547944226,0.407402362236,0.640915903415,0.895297219405
79,0.841780821918,0.402911620924,0.66252942124,0.920218726514
80,0.827825342466,0.431968026373,0.666809330973,0.891043094759
81,0.837243151338,0.424578858238,0.643911833895,0.950874719277
82,0.840325345079,0.418180158367,0.653327624955,1.02012713747
83,0.837500003919,0.414446440951,0.653755618327,0.959988428086
84,0.840325344099,0.418520067408,0.636421996331,1.00001020843
85,0.838784247229,0.414359337745,0.63642199781,0.988458312606
86,0.84109589384,0.422492049737,0.63813396104,0.959136954115
87,0.839041095401,0.418868351718,0.646265781521,1.05587497361
88,0.847431509462,0.409407255911,0.658249517707,1.06275039696
89,0.847345891391,0.411643205195,0.650545685093,0.882065369132
90,0.835616440969,0.426206476639,0.619944359936,0.906539294568
91,0.846746578608,0.416243994644,0.619088378461,0.943603960064
92,0.846746575506,0.412283312131,0.644767813169,0.897145882169
93,0.844948630137,0.408299989896,0.630216134543,1.03703766524
94,0.852910958088,0.393905056993,0.634068051179,0.967845034885
95,0.849058220484,0.394882523197,0.64391183496,1.00072958896
96,0.847345892371,0.400613315546,0.657179538357,1.09433360113
97,0.85462329159,0.392954208753,0.660175476369,1.07359235164
98,0.848630138946,0.410553981997,0.663813394441,1.12898806972
99,0.841438360084,0.416779483916,0.654611592958,1.01978017741
